host,target
4023157,332810
1400225,2833757
4120198,3993120
1079394,1222274
1107489,1222486
1107571,684025
1395425,1507979
1107543,683238
1079250,680874
1107571,4098456
1107661,1511313
4058432,375050
4024601,4000367
1079185,727287
4024043,3993182
3912254,1221955
1079086,727149
1079185,1511291
483293,726671
1079225,727387
1107608,1511309
1079046,1511287
4024601,3994635
1079448,681662
1395439,1021040
4024604,3993320
1079386,4097699
1107658,728482
4024604,3993437
1107489,1511303
1079592,1222379
1395439,1021039
1079584,1511301
1079386,681660
4119994,3993432
1107568,728244
3911870,726915
4024607,4000357
1079448,4119637
1079196,4097451
1107633,820422
4120311,2304239
3912252,1511285
4024597,3993316
3912252,679296
4120198,3998827
4120320,4119631
1107579,1222592
1395447,4119655
1107518,1511305
4024043,3996818
1079394,1222273
1079188,4097485
1107568,728243
1079057,1222062
1107478,1511303
1079046,727048
4120198,3996850
1107633,684026
1079592,4097802
1002781,607437
3911870,726909
4120198,3993122
1107543,820348
1079049,4097376
1395453,375168
4023157,332818
1395425,1392087
418636,341137
1002781,819113
4024046,3992665
1079448,820200
4023361,4082274
4024604,3993265
1395447,854360
1079621,727871
418648,4095026
1400227,725300
4120198,4119663
1079383,727527
4024597,3993271
4023357,3992729
1079225,727393
4024597,4000370
1079188,680873
1400227,1511277
1079581,727765
1079581,727766
418055,726570
1079386,1511297
1395425,1392092
4120311,850341
4120335,4119649
1107568,1511307
1079086,1511289
1107698,1511313
1079646,4119640
1079049,680085
1079448,820269
1079057,4097232
1107518,728105
1079250,820195
4120198,3994864
4120311,850270
1079196,1511291
1107669,1222698
4058432,375041
1107658,728483
1079188,680872
4120320,680086
4024043,3992665
1400227,725294
4058432,375049
1079423,1511297
4024607,4082095
1079394,4097608
1107478,728004
1107698,728582
1079383,727532
4024607,3996221
1079383,1511295
418648,1221845
1079394,1511295
4023357,3992656
418055,1511279
1079386,681661
1107698,728583
1079046,727049
1079188,1511293
1400224,1218983
1395439,1021045
1107579,4098350
3911870,726910
3912252,679297
1107579,1222591
1079581,727771
1395439,1509219
418648,1511279
1107571,1511309
1107489,4097980
1107481,683237
4024601,3993271
1107669,4098678
418055,726576
3912238,1511283
1079185,727288
4119994,4119684
1079086,727148
4120320,820052
1079196,1222168
1079250,820126
1107608,728349
4119994,3994343
1107633,4119646
1107669,1511311
4120311,4119654
3913234,820047
1079086,727154
4024043,3993126
4119994,4000363
332810,375041
332810,4095104
332818,341137
332818,375049
341137,679296
341138,586448
341138,679297
375041,3993180
375050,586448
375050,4082274
375168,1218984
375168,3993126
607437,679298
607437,2304239
649517,1218983
649517,3993171
649517,3996818
679296,680084
679297,680085
679298,680086
680084,680872
680085,680873
680086,680874
680872,681660
680873,681661
680874,681662
681660,682448
681661,682449
681662,682450
682448,683236
682449,683237
682450,683238
683236,684024
683237,684025
683238,684026
684024,684812
684025,684813
684026,684814
725294,726670
725294,1021039
725295,726671
725295,1021040
725300,726676
725300,1021045
726570,726809
726570,2833712
726571,726810
726571,2833713
726576,726815
726576,2833718
726670,726909
726671,726910
726676,726915
726809,727048
726810,727049
726815,727054
726909,727148
726910,727149
726915,727154
727048,727287
727049,727288
727054,727293
727148,727387
727149,727388
727154,727393
727287,727526
727288,727527
727293,727532
727387,727626
727388,727627
727393,727632
727526,727765
727527,727766
727532,727771
727626,727865
727627,727866
727632,727871
727765,728004
727766,728005
727771,728010
727865,728104
727866,728105
727871,728110
728004,728243
728005,728244
728010,728249
728104,728343
728105,728344
728110,728349
728243,728482
728244,728483
728249,728488
728343,728582
728344,728583
728349,728588
818443,819978
819113,820047
819113,850341
819978,820052
820047,820121
820052,820126
820121,820195
820126,820200
820195,820269
820200,820274
820269,820343
820274,820348
820343,820417
820348,820422
820417,820491
820422,820496
820491,820565
850270,854360
850270,1646444
850341,854901
854901,3994864
1021039,3993127
1021040,3992657
1021040,3992729
1021040,3992731
1021045,3992656
1218983,1221845
1218984,1221846
1221845,1221955
1221846,1221956
1221955,1222061
1221956,1222062
1222061,1222167
1222062,1222168
1222167,1222273
1222168,1222274
1222273,1222379
1222274,1222380
1222379,1222485
1222380,1222486
1222485,1222591
1222486,1222592
1222591,1222697
1222592,1222698
1392086,2833712
1392086,4082386
1392087,2833713
1392087,3992666
1392087,3996820
1392092,2833718
1392092,3992664
1507979,2833757
1507979,3992665
1509219,1511277
1509219,3992658
1511277,1511281
1511279,1511283
1511279,2833757
1511281,1511285
1511283,1511287
1511285,1511289
1511287,1511291
1511289,1511293
1511291,1511295
1511293,1511297
1511295,1511299
1511297,1511301
1511299,1511303
1511301,1511305
1511303,1511307
1511305,1511309
1511307,1511311
1511309,1511313
2303605,2304239
2303605,3998827
3992656,3993264
3992657,3993265
3992658,3993266
3992664,4000370
3992665,3993271
3992666,3993272
3992727,3993316
3992729,3995016
3992731,3993320
3993120,4000361
3993122,4000363
3993126,4081633
3993127,3993437
3993171,4000367
3993180,4000357
3993182,3994635
3993182,4094631
3993318,3996820
3993432,3996850
3994343,3998827
3994864,3994866
3996243,3996818
4082095,4082274
4082386,4120481
4094631,4094844
4094844,4095026
4095026,4096995
4095104,4097104
4096995,4097232
4097104,4097376
4097232,4097451
4097376,4097485
4097451,4097608
4097485,4097699
4097608,4097802
4097699,4097875
4097802,4097980
4097875,4098117
4097980,4098350
4098117,4098456
4098350,4098678
4098456,4098638
4119625,4119628
4119625,4119654
4119628,4119631
4119631,4119634
4119634,4119637
4119637,4119640
4119640,4119643
4119643,4119646
4119646,4119649
4119654,4119655
4119655,4119663
4119663,4119684
727632,727683
4119637,4119638
727049,727056
4098678,1222706
4119643,4119644
727532,727583
684024,684040
727866,727873
820126,820138
4119646,4119647
1392087,1392094
607437,607822
4119640,4119641
684812,684828
681660,681676
4119628,4119629
1222379,1222395
4098117,683245
727766,727773
4097451,1222176
820348,820360
727293,727344
683236,683252
727393,727444
728588,728639
680872,680888
679296,679312
728110,728161
341137,341153
728483,728490
4119631,4119632
4097802,1222388
1222591,1222607
726810,726817
4097608,1222282
727149,727156
4098456,684033
728010,728061
4095026,1221854
728344,728351
1222061,1222077
4097232,1222070
4097699,681669
4098638,684821
4096995,1221964
649517,1030438
1222697,1222713
4097875,682457
728005,728012
728244,728251
820422,820434
2833718,2833743
820052,820064
725300,725351
727871,727922
3993126,375573
1021040,1021047
726571,726578
4097104,679305
1221845,1221861
726676,726727
727627,727634
1218983,1218999
726671,726678
1222273,1222289
728583,728590
4094844,1218992
2833713,2833720
4095104,341146
727527,727534
727288,727295
728249,728300
4097376,680093
726910,726917
727154,727205
4097980,1222494
820496,820508
4119625,4119626
1392092,1392126
728105,728112
820200,820212
727054,727105
726576,726627
4098350,1222600
4097485,680881
819978,819990
820274,820286
1222485,1222501
727771,727822
728488,728539
725295,725302
680084,680100
726815,726866
818443,818455
4094631,1737230
1222167,1222183
726915,726966
4119649,4119650
728349,728400
1021045,1021096
4119634,4119635
1221955,1221971
682448,682464
727388,727395
